Gene_symbol	Gene_Name	Synonyms	Human_entrez	Mouse_entrez	Rat_entrez
HINT1	"Adenosine 5'-monophosphoramidase HINT1 "	PKCI-1	3094	15254	690660
HIP1	"Huntingtin-interacting protein 1 "	ILWEQ	3092		
HIPK1	"Homeodomain-interacting protein kinase 1 "	"KIAA0630 Myak MGC26642 Nbak2 MGC33446 MGC33548"	204851	15257	365895
HIPK2	"Homeodomain-interacting protein kinase 2 "	-	28996	15258	362342
HIPK3	"Homeodomain-interacting protein kinase 3 "	"PKY DYRK6 YAK1 FIST3"	10114	15259	83617
HIRA	"Protein HIRA "	"DGCR1 TUP1"	7290	15260	363849
HIVEP1	"Zinc finger protein 40 "	"CIRIP MBP-1 CRYBP1 PRDII-BF1 ZAS1 Schnurri-1 ZNF40A"	3096	110521	117140
HIVEP2	"Transcription factor HIVEP2 "	"MBP-2 HIV-EP2 MIBP1 ZAS2 Schnurri-2 ZNF40B"	3097	15273	29721
HIVEP3	"Transcription factor HIVEP3 "	"KRC KBP1 KBP-1 SHN3 FLJ16752 KIAA1555 ZAS3 Schnurri-3 ZNF40C"	59269	16656	313557
HLA-DQB1	"HLA class II histocompatibility antigen, DQ beta 1 chain "	"IDDM1 CELIAC1"	3119		
HLA-DQB2	"HLA class II histocompatibility antigen, DQ beta 2 chain "	-	3120		
HLA-DRB3	"HLA class II histocompatibility antigen, DR beta 3 chain "	-	3125		294270
HLF	"Hepatic leukemia factor"	MGC33822	3131	217082	690286
HLTF	"Helicase-like transcription factor "	"HIP116A HLTF1 RNF80"	6596	20585	295568
HLX	"H2.NA-like homeobox protein "	HB24	3142	15284	364069
HMBOX1	"Homeobox-containing protein 1 "	"HNF1LA PBHNF FLJ21616 HOT1"	79618	219150	305968
HMG20A	"High mobility group protein 20A "	"HMGX1 FLJ10739 HMGXB1"	10363	66867	315689
HMG20B	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related "	"SOXL HMGX2 BRAF35 SMARCE1r BRAF25 HMGXB2"	10362	15353	362825
HMGA1	"High mobility group protein HMG-I/HMG-Y "	-	3159	15361	117062
HMGA2	"High mobility group protein HMGI-C "	"BABL LIPO"	8091	15364	84017
HMGB1	"High mobility group protein B1 "	"HMG3 SBP-1 DKFZp686A04236"	3146	15289	25459
HMGB2	"High mobility group protein B2 "	-	3148	97165	498072
HMGB3	"High mobility group protein B3 "	"HMG2A MGC90319"	3149	15354	688583
HMGB4	"High mobility group protein B4"	FLJ40388	127540	69317	685271
HMGN2	"Non-histone chromosomal protein HMG-17 "	-	3151		
HMGN3	"High mobility group nucleosome-binding domain-containing protein 3 "	-	9324	94353	113990
HMGXB3	"HMG domain-containing protein 3 "	"SMF KIAA0194"	22993	106894	361335
HMGXB4	"HMG domain-containing protein 4 "	"THC211630 P53N"	10042	70823	307667
HMOX1	"Heme oxygenase 1 "	"bK286B10 HO-1"	3162	15368	24451
HMX1	"Homeobox protein HMX1 "	"H6 NKX5-3"	3166	15371	360960
HMX2	"Homeobox protein HMX2 "	NKX5-2	3167	15372	293538
HMX3	"Homeobox protein HMX3 "	NKX5-1	340784	15373	293537
HNF1A	"Hepatocyte nuclear factor 1-alpha "	"HNF1 LFB1 HNF1_"	6927	21405	24817
HNF1B	"Hepatocyte nuclear factor 1-beta "	"LFB3 VHNF1 HNF1beta MODY5 HNF1_"	6928	21410	25640
HNF4A	"Hepatocyte nuclear factor 4-alpha "	"NR2A1 HNF4"	3172	15378	25735
HNF4G	"Hepatocyte nuclear factor 4-gamma "	NR2A2	3174	30942	365744
HNRNPA2B1	"Heterogeneous nuclear ribonucleoproteins A2/B1 "	-	3181	53379	362361
HNRNPAB	"Heterogeneous nuclear ribonucleoprotein A/B "	"ABBP1 FLJ40338"	3182	15384	103689931
HNRNPC	"Heterogeneous nuclear ribonucleoproteins C1/C2 "	-	3183	15381	100911576
HNRNPCL2	"Heterogeneous nuclear ribonucleoprotein C-like 2 "	-	440563	15381	100911576
HNRNPD	"Heterogeneous nuclear ribonucleoprotein D0 "	-	3184	11991	79256
HNRNPK	"Heterogeneous nuclear ribonucleoprotein K "	"CSBP TUNP"	3190	15387	100359916
HNRNPU	"Heterogeneous nuclear ribonucleoprotein U "	"SAF-A FLJ37978 FLJ30202"	3192	51810	117280
HNRNPUL1	"Heterogeneous nuclear ribonucleoprotein U-like protein 1 "	"E1B-AP5 E1BAP5 FLJ12944"	11100		
HOMEZ	"Homeobox and leucine zipper protein Homez "	-	57594	239099	260325
HOPX	"Homeodomain-only protein "	"LAGY HOP OB1 NECC1 SMAP31"	84525	74318	171160
HOXA1	"Homeobox protein Hox-A1 "	-	3198	15394	103690132
HOXA10	"Homeobox protein Hox-A10 "	-	3206	15395	100911668
HOXA11	"Homeobox protein Hox-A11 "	-	3207	15396	103692131
HOXA13	"Homeobox protein Hox-A13 "	-	3209	15398	500129
HOXA2	"Homeobox protein Hox-A2 "	-	3199	15399	103690123
HOXA3	"Homeobox protein Hox-A3 "	-	3200	15400	103690130
HOXA4	"Homeobox protein Hox-A4 "	-	3201	15401	100912525
HOXA5	"Homeobox protein Hox-A5 "	-	3202	15402	103692127
HOXA6	"Homeobox protein Hox-A6 "	-	3203	15403	100909604
HOXA7	"Homeobox protein Hox-A7 "	-	3204	15404	103692126
HOXA9	"Homeobox protein Hox-A9 "	-	3205	15405	103689925
HOXB1	"Homeobox protein Hox-B1 "	-	3211	15407	303491
HOXB13	"Homeobox protein Hox-B13"	-	10481	15408	303480
HOXB2	"Homeobox protein Hox-B2 "	-	3212	103889	100361765
HOXB3	"Homeobox protein Hox-B3 "	-	3213	15410	303488
HOXB4	"Homeobox protein Hox-B4 "	-	3214	15412	497988
HOXB5	"Homeobox protein Hox-B5 "	-	3215	15413	497987
HOXB6	"Homeobox protein Hox-B6 "	-	3216	15414	497986
HOXB7	"Homeobox protein Hox-B7 "	-	3217	15404	103692126
HOXB8	"Homeobox protein Hox-B8 "	-	3218	15416	24457
HOXB9	"Homeobox protein Hox-B9 "	-	3219	15417	287647
HOXC10	"Homeobox protein Hox-C10 "	-	3226	209448	315338
HOXC11	"Homeobox protein Hox-C11 "	-	3227	109663	100911859
HOXC12	"Homeobox protein Hox-C12 "	-	3228	15421	300262
HOXC13	"Homeobox protein Hox-C13 "	-	3229	15422	315337
HOXC4	"Homeobox protein Hox-C4 "	-	3221	15423	24459
HOXC5	"Homeobox protein Hox-C5 "	-	3222	15424	315341
HOXC6	"Homeobox protein Hox-C6 "	-	3223	15425	252885
HOXC8	"Homeobox protein Hox-C8 "	-	3224	15426	24460
HOXC9	"Homeobox protein Hox-C9 "	-	3225	15427	368178
HOXD1	"Homeobox protein Hox-D1 "	-	3231	15429	288151
HOXD10	"Homeobox protein Hox-D10 "	-	3236	15430	303991
HOXD11	"Homeobox protein Hox-D11 "	-	3237	15431	102553842
HOXD12	"Homeobox protein Hox-D12 "	-	3238	15432	366082
HOXD13	"Homeobox protein Hox-D13 "	-	3239	15433	288154
HOXD3	"Homeobox protein Hox-D3 "	-	3232	15434	288152
HOXD4	"Homeobox protein Hox-D4 "	-	3233	15436	288153
HOXD8	"Homeobox protein Hox-D8 "	-	3234	15437	100912936
HOXD9	"Homeobox protein Hox-D9 "	-	3235	15438	688999
HP1BP3	"Heterochromatin protein 1-binding protein 3 "	HP1-BP74	50809	15441	313647
HPCA	"Neuron-specific calcium-binding protein hippocalcin "	-	3208		
HPCAL1	"Hippocalcin-like protein 1 "	"BDR1 HLP2 VILIP-3"	3241		
HR	"Lysine-specific demethylase hairless "	AU	55806	15460	60563
HRAS	"GTPase HRas "	-	3265	15461	293621
HSBP1	"Heat shock factor-binding protein 1 "	-	3281	68196	286899
HSBP1L1	"Heat shock factor-binding protein 1-like protein 1"	"FLJ10967 MGC189743"	440498	66255	100192205
HSF1	"Heat shock factor protein 1 "	HSTF1	3297	79245	15499
HSF2	"Heat shock factor protein 2 "	-	3298	15500	64441
HSF2BP	"Heat shock factor 2-binding protein"	MEILB2	11077		
Hsf3	"Heat shock factor protein 3 "	-		245525	
HSF4	"Heat shock factor protein 4 "	-	3299	26386	291960
HSF5	"Heat shock factor protein 5 "	FLJ40311	124535	327992	688111
HSFX1	"Heat shock transcription factor, X-linked"	LW-1	100506164		
HSFX3	"Heat shock transcription factor, X-linked member 3"	-	101928917		
HSFX4	"Heat shock transcription factor, X-linked member 4"	-	101927685		
HSFY1	"Heat shock transcription factor, Y-linked "	"HSF2L FLJ25453"	86614		
HSPA1A	"Heat shock 70 kDa protein 1A "	HSP70-1	3303	193740	108348108
HSPA1B	"Heat shock 70 kDa protein 1B "	HSP70-2	3304	193740	108348108
HSPA5	"Endoplasmic reticulum chaperone BiP "	BiP	3309		
HSPA8	"Heat shock cognate 71 kDa protein "	"HSC71 HSC70 HSP73"	3312	15481	24468
HSPH1	"Heat shock protein 105 kDa "	"HSP105B KIAA0201 HSP105A NY-CO-25"	10808	15505	288444
HTATIP2	"Oxidoreductase HTATIP2 "	"TIP30 CC3 FLJ26963 SDR44U1"	10553	53415	292935
HTATSF1	"HIV Tat-specific factor 1 "	TAT-SF1	27336	72459	317612
HYAL2	"Hyaluronidase-2 "	"LuCa-2 LUCA2"	8692	15587	64468
ICE1	"Little elongation complex subunit 1 "	-	23379	218333	306665
ICE2	"Little elongation complex subunit 2 "	"FLJ11896 BRCC1"	79664	93697	691379
ID1	"DNA-binding protein inhibitor ID-1 "	"dJ857M17.1.2 bHLHb24"	3397	15901	25261
ID2	"DNA-binding protein inhibitor ID-2 "	"GIG8 bHLHb26"	3398	15902	25587
ID3	"DNA-binding protein inhibitor ID-3 "	"HEIR-1 bHLHb25"	3399	15903	25585
ID4	"DNA-binding protein inhibitor ID-4 "	bHLHb27	3400	15904	291023
IER2	"Immediate early response gene 2 protein "	ETR101	9592	15936	494344
IFI16	"Gamma-interferon-inducible protein 16 "	"IFNGIP1 PYHIN2"	3428	226691	304988
IFI27	"Interferon alpha-inducible protein 27, mitochondrial "	"P27 FAM14D ISG12"	3429		
IFRD1	"Interferon-related developmental regulator 1 "	"PC4 TIS7"	3475	15982	29596
IFT74	"Intraflagellar transport protein 74 homolog "	"CMG1 CMG-1 FLJ22621"	80173	67694	313365
IGHMBP2	"DNA-binding protein SMUBP-2 "	"ZFAND7 SMUBP2 CATF1 SMARD1 HCSA HMN6 CMT2S"	3508	20589	29532
IKBKB	"Inhibitor of nuclear factor kappa-B kinase subunit beta "	"IKK2 NFKBIKB IKK-beta IKKB"	3551	16150	84351
Ikbkg	"NF-kappa-B essential modulator "	-		16151	309295
IKBKG	"NF-kappa-B essential modulator "	"IKK-gamma NEMO Fip3p FIP-3 FIP3 ZC2HC9 IKKAP1 IKKG"	8517	16151	309295
IKZF1	"DNA-binding protein Ikaros "	"hIk-1 LyF-1 Hs.54452 IKAROS PPP1R92"	10320	22778	305501
IKZF2	"Zinc finger protein Helios "	Helios	22807	22779	301476
IKZF3	"Zinc finger protein Aiolos "	Aiolos	22806	22780	303511
IKZF4	"Zinc finger protein Eos "	Eos	64375	22781	100361923
IKZF5	"Zinc finger protein Pegasus "	"Pegasus FLJ22973"	64376	67143	309031
IL16	"Pro-interleukin-16 [Cleaved into: Interleukin-16 "	"LCF IL-16 prIL-16 HsT19289 FLJ42735 FLJ16806"	3603		
IL31RA	"Interleukin-31 receptor subunit alpha "	"CRL3 GLM-R CRL Glmr IL-31RA"	133396		
ILF2	"Interleukin enhancer-binding factor 2 "	NF45	3608	67781	310612
ILF3	"Interleukin enhancer-binding factor 3 "	"NF90 MPHOSPH4 MPP4 NFAR-1 NFAR110 NFAR-2 TCP110 NF110 DRBP76 NFAR90 NF110b NF90a NF90c NF90ctv MPP4110"	3609	16201	84472
ILK	"Integrin-linked protein kinase "	-	3611	16202	170922
INF2	"Inverted formin-2 "	MGC13251	64423		
ING1	"Inhibitor of growth protein 1"	"p33ING1 p33ING1b p24ING1c p33 p47 p47ING1a"	3621		
ING3	"Inhibitor of growth protein 3 "	"p47ING3 FLJ20089 Eaf4 MEAF4"	54556	71777	312154
ING4	"Inhibitor of growth protein 4 "	"p29ING4 my036"	51147	28019	297597
ING5	"Inhibitor of growth protein 5 "	"FLJ23842 p28ING5"	84289	28019	297597
INO80	"Chromatin-remodeling ATPase INO80 "	"KIAA1259 hINO80 INO80A"	54617	68142	296084
INO80B	"INO80 complex subunit B "	"HMGIYL4 PAPA-1 hIes2 PAP-1BP IES2"	83444	70020	103692172
INO80C	"INO80 complex subunit C "	"FLJ38183 hIes6 IES6"	125476	225280	291737
INO80D	"INO80 complex subunit D"	FLJ20309	54891	227195	316440
INO80E	"INO80 complex subunit E "	FLJ90652	283899	233875	293494
INPP5K	"Inositol polyphosphate 5-phosphatase K "	SKIP	51763	19062	287533
INSM1	"Insulinoma-associated protein 1 "	"IA-1 IA1"	3642	53626	
INSM2	"Insulinoma-associated protein 2 "	"IA-6 Mlt1"	84684	56856	314131
INSR	"Insulin receptor "	CD220	3643	16337	24954
IQCN	"IQ domain-containing protein N"	-	80726		
IRAK1	"Interleukin-1 receptor-associated kinase 1 "	"IRAK pelle"	3654	16179	363520
IRAK1BP1	"Interleukin-1 receptor-associated kinase 1-binding protein 1 "	"AIP70 SIMPL"	134728		
IRAK2	"Interleukin-1 receptor-associated kinase-like 2 "	-	3656	108960	362418
IRAK3	"Interleukin-1 receptor-associated kinase 3 "	IRAK-M	11213	73914	314870
IRF1	"Interferon regulatory factor 1 "	MAR	3659	16362	24508
IRF2	"Interferon regulatory factor 2 "	-	3660	16363	290749
IRF2BP1	"Interferon regulatory factor 2-binding protein 1 "	"DKFZP434M154 IRF-2BP1"	26145	272359	308404
IRF2BP2	"Interferon regulatory factor 2-binding protein 2 "	IRF-2BP2	359948	270110	679357
IRF2BPL	"Probable E3 ubiquitin-protein ligase IRF2BPL "	"EAP1 KIAA1865"	64207	238330	314329
IRF3	"Interferon regulatory factor 3 "	-	3661	54131	
IRF4	"Interferon regulatory factor 4 "	LSIRF	3662	16364	291100
IRF5	"Interferon regulatory factor 5 "	IRF-5	3663	27056	296953
IRF6	"Interferon regulatory factor 6 "	"OFC6 VWS1"	3664	54139	364081
IRF7	"Interferon regulatory factor 7 "	-	3665	54123	293624
IRF8	"Interferon regulatory factor 8 "	"IRF-8 ICSBP"	3394	15900	292060
IRF9	"Interferon regulatory factor 9 "	-	10379	16391	305896
IRX1	"Iroquois-class homeodomain protein IRX-1 "	IRX-5	79192	16371	306659
IRX2	"Iroquois-class homeodomain protein IRX-2 "	-	153572	16372	306657
IRX3	"Iroquois-class homeodomain protein IRX-3 "	IRX-1	79191	16373	307721
IRX4	"Iroquois-class homeodomain protein IRX-4 "	-	50805	50916	306655
IRX5	"Iroquois-class homeodomain protein IRX-5 "	IRX-2a	10265	54352	498918
IRX6	"Iroquois-class homeodomain protein IRX-6 "	IRX-3	79190	64379	307715
ISL1	"Insulin gene enhancer protein ISL-1 "	"Isl-1 ISLET1"	3670	16392	64444
ISL2	"Insulin gene enhancer protein ISL-2 "	FLJ10160	64843	104360	57233
ISX	"Intestine-specific homeobox "	RAXLX	91464	71597	682968
ITCH	"E3 ubiquitin-protein ligase Itchy homolog "	AIP4	83737	16396	311567
ITGB3BP	"Centromere protein R "	"NRIF3 HSU37139 TAP20 CENPR"	23421	67733	362548
IVNS1ABP	"Influenza virus NS1A-binding protein "	"NS1-BP HSPC068 NS-1 KIAA0850 ND1 KLHL39 ARA3"	10625		
JADE1	"Protein Jade-1 "	JADE-1	79960	269424	310352
JADE2	"E3 ubiquitin-protein ligase Jade-2 "	"KIAA0239 JADE-2"	23338		
JADE3	"Protein Jade-3 "	"KIAA0215 JADE-3"	9767		
JAK2	"Tyrosine-protein kinase JAK2 "	JTK10	3717	16452	24514
JARID2	"Protein Jumonji "	-	3720	16468	681740
JAZF1	"Juxtaposed with another zinc finger protein 1 "	"TIP27 DKFZp761K2222 ZNF802"	221895	231986	685879
JDP2	"Jun dimerization protein 2"	-	122953	81703	116674
JMJD1C	"Probable JmjC domain-containing histone demethylation protein 2C "	"DKFZp761F0118 KIAA1380 FLJ14374 KDM3C"	221037	108829	171120
JMJD6	"Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 "	"PTDSR1 KIAA0585"	23210	107817	360665
JMY	"Junction-mediating and -regulatory protein"	"FLJ37870 WHAMM2"	133746	57748	683593
JPH2	"Junctophilin-2 "	JP-2	57158		296345
JRK	"Jerky protein homolog"	"JH8 jerky"	8629		
JRKL	"Jerky protein homolog-like "	HHMJG	8690		
JUN	"Transcription factor Jun "	"c-Jun AP-1"	3725	16476	24516
JUNB	"Transcription factor JunB "	-	3726	16477	24517
JUND	"Transcription factor JunD "	AP-1	3727	16478	24518
JUP	"Junction plakoglobin "	"DP3 PDGB PKGB DPIII PG"	3728	16480	81679
KANK1	"KN motif and ankyrin repeat domain-containing protein 1 "	"KIAA0172 KANK"	23189	107351	309429
KAT2A	"Histone acetyltransferase KAT2A "	"GCN5 PCAF-b"	2648	14534	303539
KAT2B	"Histone acetyltransferase KAT2B "	"P/CAF GCN5 GCN5L"	8850	18519	
KAT5	"Histone acetyltransferase KAT5 "	"TIP60 PLIP cPLA2 HTATIP1 ESA1 ZC2HC5"	10524	81601	192218
KAT6A	"Histone acetyltransferase KAT6A "	"MOZ ZC2HC6A"	7994	244349	306571
KAT6B	"Histone acetyltransferase KAT6B "	"querkopf qkf Morf MOZ2 ZC2HC6B"	23522	54169	688634
KAT7	"Histone acetyltransferase KAT7 "	"HBOA HBO1 ZC2HC7"	11143	217127	303470
KAT8	"Histone acetyltransferase KAT8 "	"MOF FLJ14040 hMOF ZC2HC8"	84148	67773	310194
KBTBD7	"Kelch repeat and BTB domain-containing protein 7"	DKFZP434E2318	84078		
KCMF1	"E3 ubiquitin-protein ligase KCMF1 "	"DEBT91 PCMF DKFZP434L1021 ZZZ1"	56888	74287	
KCNH8	"Potassium voltage-gated channel subfamily H member 8 "	"Kv12.1 elk3"	131096	211468	246325
KCNIP1	"Kv channel-interacting protein 1 "	KCHIP1	30820		
KCNIP2	"Kv channel-interacting protein 2 "	KCHIP2	30819		
KCNIP3	"Calsenilin "	"DREAM KCHIP3"	30818	56461	65199
KCNIP4	"Kv channel-interacting protein 4 "	"CALP KCHIP4 MGC44947"	80333		
KCTD1	"BTB/POZ domain-containing protein KCTD1 "	-	284252	106931	291772
KDM1A	"Lysine-specific histone demethylase 1A "	"KIAA0601 BHC110 LSD1"	23028	99982	500569
KDM1B	"Lysine-specific histone demethylase 2 "	"FLJ34109 FLJ33898 dJ298J15.2 bA204B7.3 FLJ43328 LSD2"	221656	218214	306819
KDM2A	"Lysine-specific demethylase 2A "	"KIAA1004 FBL11 LILINA DKFZP434M1735 FBL7 FLJ00115 CXXC8 JHDM1A"	22992	225876	361700
KDM2B	"Lysine-specific demethylase 2B "	"PCCX2 CXXC2 Fbl10 JHDM1B"	84678	30841	304495
KDM3A	"Lysine-specific demethylase 3A "	"TSGA KIAA0742 JHMD2A"	55818	104263	312440
KDM3B	"Lysine-specific demethylase 3B "	"KIAA1082 NET22"	51780	277250	682469
KDM4A	"Lysine-specific demethylase 4A "	"KIAA0677 JHDM3A TDRD14A"	9682	230674	313539
KDM4B	"Lysine-specific demethylase 4B "	"KIAA0876 TDRD14B"	23030	193796	301128
KDM4C	"Lysine-specific demethylase 4C "	"GASC1 KIAA0780 TDRD14C"	23081	76804	298144
KDM4D	"Lysine-specific demethylase 4D "	FLJ10251	55693	244694	108348070
KDM4E	"Lysine-specific demethylase 4E "	"JMJD2E KDM5E"	390245	244694	108348070
KDM5A	"Lysine-specific demethylase 5A "	-	5927	214899	312678
KDM5B	"Lysine-specific demethylase 5B "	"RBBP2H1A PLU-1 CT31 PPP1R98"	10765	75605	304809
KDM5C	"Lysine-specific demethylase 5C "	"DXS1272E XE169"	8242	20591	317432
KDM5D	"Lysine-specific demethylase 5D "	KIAA0234	8284	20591	317432
KDM6A	"Lysine-specific demethylase 6A "	-	7403	22289	103689969
KDM6B	"Lysine-specific demethylase 6B "	KIAA0346	23135	216850	363630
KDM7A	"Lysine-specific demethylase 7A "	KIAA1718	80853	338523	
KDM8	"Bifunctional peptidase and arginyl-hydroxylase JMJD5 "	FLJ13798	79831	77035	308976
KEAP1	"Kelch-like ECH-associated protein 1 "	"KIAA0132 MGC10630 MGC1114 MGC20887 MGC4407 MGC9454 INrf2 KLHL19"	9817	50868	117519
KHDRBS1	"KH domain-containing, RNA-binding, signal transduction-associated protein 1 "	"Sam68 p62 FLJ34027"	10657	20218	117268
KHDRBS2	"KH domain-containing, RNA-binding, signal transduction-associated protein 2 "	"SLM1 SLM-1 MGC26664"	202559		
KHDRBS3	"KH domain-containing, RNA-binding, signal transduction-associated protein 3 "	"T-STAR Etle etoile SALP SLM2 SLM-2"	10656		
KHSRP	"Far upstream element-binding protein 2 "	"KSRP FBP2 FUBP2"	8570	16549	171137
KIAA0040	"Uncharacterized protein KIAA0040"	-	9674		
KIAA1549	"UPF0606 protein KIAA1549"	-	57670	330286	312246
KIN	"DNA/RNA-binding protein KIN17 "	"KIN17 Rts2"	22944		
KLF1	"Krueppel-like factor 1 "	EKLF	10661	16596	304666
KLF10	"Krueppel-like factor 10 "	"EGRA TIEG1"	7071	21847	81813
KLF11	"Krueppel-like factor 11 "	"Tieg3 MODY7 FKLF"	8462	194655	313994
KLF12	"Krueppel-like factor 12 "	"AP-2rep HSPC122 AP2REP"	11278	16597	306110
KLF13	"Krueppel-like factor 13 "	"RFLAT-1 BTEB3 NSLP1 FKLF-2"	51621	50794	499171
KLF14	"Krueppel-like factor 14 "	BTEB5	136259	619665	312203
KLF15	"Krueppel-like factor 15 "	KKLF	28999	66277	85497
KLF16	"Krueppel-like factor 16 "	"NSLP2 BTEB4 DRRF"	83855	118445	690820
KLF17	"Krueppel-like factor 17 "	"Zfp393 FLJ40160"	128209	75753	298449
KLF18	"Kruppel-like factor 18"	-	105378952		
KLF2	"Krueppel-like factor 2 "	LKLF	10365	16598	306330
KLF3	"Krueppel-like factor 3 "	BKLF	51274	16599	114845
KLF4	"Krueppel-like factor 4 "	"EZF GKLF"	9314	16600	114505
KLF5	"Krueppel-like factor 5 "	"IKLF CKLF"	688		
KLF6	"Krueppel-like factor 6 "	"CPBP GBF Zf9 PAC1"	1316	23849	58954
KLF7	"Krueppel-like factor 7 "	UKLF	8609	93691	363243
KLF8	"Krueppel-like factor 8 "	"BKLF3 ZNF741 DXS741"	11279	245671	302582
KLF9	"Krueppel-like factor 9 "	-	687	16601	117560
KLHL1	"Kelch-like protein 1"	"KIAA1490 MRP2 FLJ30047"	57626		
KLHL12	"Kelch-like protein 12 "	C3IP1	59349		
KLHL13	"Kelch-like protein 13 "	FLJ10262	90293		
KLHL14	"Kelch-like protein 14 "	KIAA1384	57565		
KLHL21	"Kelch-like protein 21"	KIAA0469	9903		
KLHL28	"Kelch-like protein 28 "	FLJ20081	54813		
KLHL3	"Kelch-like protein 3"	KIAA1129	26249		
KLHL36	"Kelch-like protein 36"	FLJ12543	79786		
KLHL4	"Kelch-like protein 4"	"KIAA1687 DKELCHL KHL4"	56062		
KLHL40	"Kelch-like protein 40 "	"SRYP NEM8"	131377		
KLHL41	"Kelch-like protein 41 "	"SARCOSIN Krp1"	10324		
KLHL42	"Kelch-like protein 42 "	"KIAA1340 Ctb9"	57542		
KLHL5	"Kelch-like protein 5"	-	51088		
KLHL6	"Kelch-like protein 6"	FLJ00029	89857		
KLHL8	"Kelch-like protein 8"	KIAA1378	57563		
KMT2A	"Histone-lysine N-methyltransferase 2A "	"TRX1 HRX ALL-1 HTRX1 CXXC7 MLL1A MLL1 ALL1 HTRX"	4297	214162	315606
KMT2B	"Histone-lysine N-methyltransferase 2B "	"KIAA0304 MLL2 TRX2 HRX2 WBP7 MLL1B MLL4 CXXC10"	9757	75410	102550344
KMT2C	"Histone-lysine N-methyltransferase 2C "	"KIAA1506 HALR"	58508	231051	502710
KMT2D	"Histone-lysine N-methyltransferase 2D "	"ALR MLL4 CAGL114"	8085	381022	100362634
KMT2E	"Inactive histone-lysine N-methyltransferase 2E "	"HDCMC04P SETD5B"	55904	69188	311968
KMT5A	"N-lysine methyltransferase KMT5A "	"SET8 SET07 PR-Set7"	387893	67956	689820
KMT5B	"Histone-lysine N-methyltransferase KMT5B "	CGI-85	51111	225888	361688
KMT5C	"Histone-lysine N-methyltransferase KMT5C "	MGC2705	84787	232811	308345
KNTC1	"Kinetochore-associated protein 1 "	"KIAA0166 ROD"	9735		
KPNA6	"Importin subunit alpha-7 "	"IPOA7 KPNA7 MGC17918 FLJ11249"	23633	16650	362607
KRBA1	"Protein KRBA1"	KIAA1862	84626	77827	
KRBA2	"KRAB-A domain-containing protein 2"	-	124751		
KRBOX1	"KRAB domain-containing protein 1"	-	100506243		
KRBOX4	"KRAB domain-containing protein 4 "	FLJ20344	55634		
KRTAP5-1	"Keratin-associated protein 5-1 "	KRTAP5.1	387264		
KRTAP5-9	"Keratin-associated protein 5-9 "	"KRTAP5.9 KRTAP5-1"	3846		
L3MBTL1	Lethal	"ZC2HC3 dJ138B7.3 DKFZp586P1522 KIAA0681"	26013	241764	311613
L3MBTL2	Lethal	"H-l(3)mbt-l DKFZP761I141 dJ756G23.3"	83746	214669	300320
L3MBTL3	Lethal	KIAA1798	84456	237339	309550
L3MBTL4	Lethal	"FLJ35936 HsT1031"	91133	320858	
LANCL2	"LanC-like protein 2 "	TASP	55915	71835	362375
LARP1	"La-related protein 1 "	"LARP KIAA0731 MGC19556 Lar1 Lhp1"	23367		
LARP1B	"La-related protein 1B "	"FLJ10378 DKFZp434K245 DKFZp686E0316"	55132		
LARP4	"La-related protein 4 "	PP13296	113251		
LARP4B	"La-related protein 4B "	-	23185		
LARP6	"La-related protein 6 "	"acheron FLJ11196"	55323		
LARP7	"La-related protein 7 "	"HDCMA18P PIP7S DKFZP564K112"	51574	28036	686883
LBH	"Protein LBH "	-	81606	77889	683626
LBX1	"Transcription factor LBX1 "	"LBX1H HPX6"	10660	16814	499362
LBX2	"Transcription factor LBX2 "	-	85474	16815	103692168
LCOR	"Ligand-dependent corepressor "	"MLR2 FLJ38026 KIAA1795 DKFZP564P1916 FLJ13022"	84458	212391	365462
LCORL	"Ligand-dependent nuclear receptor corepressor-like protein "	"MLR1 FLJ30696"	254251	209707	498385
LDB1	"LIM domain-binding protein 1 "	"NLI CLIM2"	8861	16825	309447
LDB2	"LIM domain-binding protein 2 "	"CLIM1 LDB1"	9079	16826	289664
LDOC1	"Protein LDOC1 "	"Mar7 Mart7 SIRH7 RTL7"	23641		
LEF1	"Lymphoid enhancer-binding factor 1 "	"TCF1ALPHA TCF10 TCF7L3"	51176	16842	161452
LENG9	"Leukocyte receptor cluster member 9"	-	94059		
LEO1	"RNA polymerase-associated protein LEO1 "	-	123169	235497	300837
LEUTX	"Paired-like homeodomain transcription factor LEUTX "	-	342900		
