gene,avg cluster stat sig,most stat sig cluster,least stat sig cluster,avg # species per cluster
AIP,0.47945,0.4589,0.5,123.5
NR2C2,0.4136333333333333,0.2721,0.5,138.33333333333334
HNRNPK,0.4763,0.4344,0.5,76.0
NCOA5,0.3834666666666667,0.2721,0.4566,87.66666666666667
DHFR,0.47695,0.4539,0.5,108.5
CRY1,0.25455,0.008,0.4388,62.75
SCML2,0.37175,0.2368,0.4944,59.0
RAN,0.42725,0.3822,0.4566,104.25
PRAMEF10,0.1509,0.0295,0.3937,43.0
EDRF1,0.4699,0.4425,0.4973,121.0
USF3,0.44584999999999997,0.3273,0.5,115.0
IRF6,0.4272,0.331,0.478,85.0
ASCL5,0.4353,0.4056,0.465,106.5
NFIL3,0.45830000000000004,0.4344,0.4822,121.5
HP1BP3,0.45685,0.4164,0.4973,115.5
FOXD4L5,0.3342,0.2719,0.3937,56.5
ZNF550,0.46753333333333336,0.424,0.4939,145.33333333333334
PPP1R12A,0.4672,0.4344,0.5,126.0
SMAD3,0.4562333333333333,0.4225,0.4785,142.66666666666666
TIGD5,0.28412000000000004,0.1182,0.45,39.2
CSDC2,0.347725,0.1227,0.4973,68.25
KDM7A,0.49729999999999996,0.4946,0.5,131.5
RGS11,0.34454,0.1491,0.4971,78.8
ERCC3,0.43420000000000003,0.368,0.5,113.5
MAPK8,0.48533333333333334,0.478,0.4945,144.66666666666666
HPCAL1,0.285175,0.0861,0.4085,61.25
COMMD1,0.35936,0.1273,0.4922,52.0
MCIDAS,0.4275,0.4115,0.4435,122.5
MID2,0.43625,0.4041,0.4973,66.5
OPTN,0.4872,0.478,0.4973,125.33333333333333
NR0B2,0.25378,0.0318,0.4111,51.0
PPID,0.4417,0.4238,0.4555,83.0
ESX1,0.3071,0.146,0.4231,26.0
BRD4,0.46319999999999995,0.4317,0.4947,125.5
ZNF385D,0.431,0.3744,0.462,62.0
CAMTA2,0.4676666666666667,0.4084,0.5,82.33333333333333
SON,0.25225,0.035,0.3692,60.25
SCMH1,0.4135,0.315,0.5,90.2
SOX15,0.4115,0.3286,0.4944,113.5
FOXE3,0.27849999999999997,0.1243,0.4266,46.75
KAT2A,0.4702,0.4431,0.4973,117.5
RBBP7,0.4652,0.437,0.4934,142.5
NEUROG1,0.32555,0.2127,0.4384,113.0
POLR3GL,0.35934,0.17,0.4444,87.0
ZNF830,0.36729999999999996,0.2788,0.4158,84.0
ZNF703,0.3416333333333333,0.2335,0.3957,77.33333333333333
RNF115,0.422,0.3787,0.4689,87.33333333333333
CHD4,0.45715,0.4251,0.4892,116.5
PRDM13,0.3348,0.2701,0.3995,107.5
NFYC,0.39254999999999995,0.3398,0.4453,169.5
GATA6,0.386625,0.1948,0.4973,57.25
RHOXF1,0.45315000000000005,0.4393,0.467,109.0
SAP130,0.44355,0.3911,0.496,113.5
CAMK4,0.36284999999999995,0.25,0.4704,66.0
ETV3L,0.4325,0.412,0.453,109.5
FHL3,0.41559999999999997,0.3326,0.4986,110.5
HDX,0.49539999999999995,0.4921,0.4987,116.5
ZNF449,0.31932,0.0227,0.4988,46.0
C20orf194,0.42896666666666666,0.4053,0.4496,82.33333333333333
ORC2,0.3711,0.2969,0.4453,119.5
MTERF1,0.327125,0.1607,0.4357,80.0
PKHD1L1,0.4272666666666667,0.3013,0.5,82.33333333333333
SPAG8,0.39405999999999997,0.1943,0.4972,77.0
SOX30,0.4844,0.4745,0.4943,201.5
PBX1,0.45713333333333334,0.4344,0.4945,140.0
CNOT11,0.3429,0.2819,0.4039,109.0
ZNF738,0.2379,0.0507,0.3219,83.25
BCLAF3,0.380975,0.2678,0.4698,67.25
TBR1,0.3795,0.2721,0.4783,52.4
RPS6KA3,0.45085,0.4182,0.4835,135.5
DNAJB1,0.477025,0.4139,0.5,142.5
MZF1,0.39484,0.339,0.4788,46.6
ZSCAN5C,0.3232333333333333,0.2888,0.38,52.333333333333336
MCRS1,0.40095000000000003,0.381,0.4209,131.0
SIX4,0.320275,0.1377,0.4453,61.25
PIDD1,0.32984,0.1157,0.4452,50.8
BRF1,0.35962500000000003,0.151,0.4973,106.0
DAPK3,0.30035,0.1814,0.4193,106.0
MPHOSPH8,0.33093333333333336,0.1353,0.4654,85.0
ZNF367,0.34365,0.2582,0.4291,103.5
HEY2,0.41865,0.3629,0.5,81.75
EP300,0.46485,0.4351,0.4946,98.0
ZPR1,0.4524,0.4048,0.5,115.0
TGIF2LY,0.28745,0.1333,0.4416,84.0
BEND6,0.46585,0.4344,0.4973,110.5
CPHXL,0.3478,0.272,0.4236,45.0
HSFX3,0.374075,0.1067,0.4791,70.5
HOXD8,0.47374,0.4401,0.4986,138.6
SLC22A4,0.489,0.478,0.5,104.5
ZNF260,0.4903666666666667,0.4798,0.5,112.33333333333333
RIMS3,0.41585,0.4048,0.4236,67.5
LZTR1,0.32694,0.1224,0.4835,53.4
STAT5A,0.4628,0.4363,0.4893,122.0
XRCC6,0.40185,0.368,0.4357,146.0
HES6,0.48135,0.4654,0.4973,148.0
ANKRD49,0.3996,0.2775,0.4854,85.66666666666667
KDM5D,0.33908,0.2133,0.4952,31.6
MYSM1,0.38245,0.3654,0.3995,156.5
NFKBID,0.41305,0.352,0.4945,157.0
E4F1,0.378,0.2883,0.4653,79.5
SUDS3,0.47050000000000003,0.441,0.5,121.5
KRBOX4,0.48016000000000003,0.4576,0.4858,177.8
FMNL2,0.48095,0.4701,0.4918,129.5
USP39,0.44716666666666666,0.4236,0.4835,146.0
IRF2BP1,0.33475,0.2547,0.4148,107.5
ZNF134,0.4357,0.433,0.4384,193.0
VAX1,0.4467666666666667,0.3833,0.4973,135.0
IFI27,0.487,0.4769,0.4971,138.5
ZNF41,0.4927,0.4854,0.5,82.5
UBA3,0.4699,0.4398,0.5,130.0
PKIA,0.41202500000000003,0.2742,0.4731,66.5
DISP3,0.44685,0.4005,0.4932,115.5
ZMAT3,0.4897,0.4849,0.4945,160.0
ZNF782,0.4504,0.4267,0.4741,138.0
MNAT1,0.4408,0.3667,0.4812,81.66666666666667
ARID3A,0.36130000000000007,0.257,0.4798,51.8
ZNF621,0.38486666666666663,0.3157,0.4567,86.0
RPS14,0.43035,0.4222,0.4385,119.0
PSMC6,0.42495,0.3553,0.4946,116.5
PRKCI,0.2989,0.0154,0.4987,65.75
ZNF575,0.46342500000000003,0.4174,0.4917,98.75
DHX36,0.390275,0.2905,0.4932,68.75
EZR,0.43757999999999997,0.3882,0.4986,69.8
TBX5,0.42725,0.4101,0.4444,156.0
SAFB2,0.4649,0.4643,0.4655,117.5
SOX8,0.30236,0.131,0.4753,50.4
ZNF287,0.4402,0.3348,0.4945,63.5
PPP3CB,0.373625,0.2044,0.4856,75.75
ZNF324,0.322025,0.2245,0.4466,54.0
CPSF4,0.4699,0.4425,0.4973,116.5
N4BP2L2,0.3482,0.323,0.3734,177.0
EMX1,0.38086000000000003,0.101,0.4985,52.2
HMGB4,0.4385,0.4119,0.4651,120.0
WWP1,0.47985,0.4597,0.5,125.5
BLM,0.372,0.3503,0.3937,166.5
CSRP1,0.43124999999999997,0.3528,0.5,75.5
LARP1,0.33316666666666667,0.1402,0.4798,85.0
JMY,0.34818000000000005,0.2174,0.4774,48.4
ZNF765,0.4218,0.4204,0.4232,151.5
GABPA,0.46123333333333333,0.403,0.4931,84.66666666666667
ZFR2,0.3634,0.289,0.4378,95.0
ZNF431,0.29802,0.0507,0.4286,72.2
TBX15,0.46223333333333333,0.3908,0.4986,137.33333333333334
NFE2L1,0.3251,0.2266,0.4236,131.0
PAX8,0.46385,0.4277,0.5,126.5
ZNF592,0.3001333333333333,0.138,0.4677,78.0
ANKAR,0.48185,0.4677,0.496,125.0
PRRX2,0.3205,0.2677,0.376,60.333333333333336
PRMT7,0.39305,0.3706,0.4155,132.5
STOX1,0.4784,0.4671,0.5,141.0
PNRC1,0.27,0.1196,0.4204,103.0
CASZ1,0.44025000000000003,0.3915,0.489,115.0
FOXI1,0.3094,0.1286,0.4463,63.25
H1-6,0.32527999999999996,0.1813,0.4544,50.2
ZNF662,0.43443999999999994,0.3539,0.4895,54.6
IKZF1,0.44625000000000004,0.3952,0.4973,123.5
KLF14,0.29025,0.1607,0.4198,95.0
SLC2A4RG,0.3625,0.2845,0.4597,52.5
TAB3,0.48645000000000005,0.4756,0.4973,118.0
ZNF528,0.37170000000000003,0.0351,0.4912,67.6
ZNF536,0.2824,0.1607,0.4041,109.0
DMRT3,0.3724,0.2947,0.441,59.25
JUNB,0.26954999999999996,0.1064,0.4327,105.5
SNAPC2,0.359425,0.2862,0.4726,68.0
L3MBTL3,0.44079999999999997,0.3952,0.4864,126.0
RIPPLY1,0.28446666666666665,0.1793,0.475,72.0
HOPX,0.41640000000000005,0.3569,0.4791,114.0
EN2,0.34585,0.2719,0.4198,110.5
PRICKLE3,0.47265,0.4453,0.5,107.0
ZNF223,0.445875,0.4207,0.4719,142.75
HOXA5,0.44435,0.3942,0.4945,109.5
PLXNA3,0.3419666666666667,0.155,0.4783,75.0
ZNF177,0.47612499999999996,0.442,0.5,112.75
PRDM7,0.5,0.5,0.5,112.0
CDIP1,0.47945000000000004,0.4726,0.4863,196.0
MED18,0.44716666666666666,0.4236,0.4835,84.0
SIM2,0.4986,0.4986,0.4986,125.0
THAP3,0.4002,0.3551,0.4453,145.0
ZNF169,0.381525,0.2564,0.4337,49.5
PPP1R10,0.39235999999999993,0.3125,0.4425,56.6
RUNX2,0.48050000000000004,0.461,0.5,129.0
BAHCC1,0.25980000000000003,0.0172,0.4894,59.25
HMBOX1,0.4589,0.4285,0.4893,163.0
RARG,0.48355000000000004,0.4671,0.5,131.5
ZBTB14,0.47485,0.4728,0.4769,124.5
GTF3A,0.4083399999999999,0.3167,0.4891,56.8
EBF2,0.4757,0.4528,0.4986,114.5
NUP42,0.40499999999999997,0.3428,0.4597,119.25
POGZ,0.32675,0.25,0.4035,146.0
NLK,0.4864,0.4728,0.5,113.0
ZNF345,0.4554,0.4257,0.4851,122.5
MPRIP,0.34847500000000003,0.225,0.4758,101.25
POU1F1,0.432,0.3654,0.4986,113.5
ZNF385C,0.41779999999999995,0.3979,0.4431,125.33333333333333
BRD3,0.35209999999999997,0.1201,0.4777,56.0
LITAF,0.3312333333333333,0.1178,0.4432,138.0
ZSCAN9,0.45845,0.4374,0.4795,85.0
UBR4,0.2569,0.0138,0.5,109.5
BHLHE40,0.4217666666666666,0.3353,0.4883,88.33333333333333
TCEAL1,0.32489999999999997,0.2379,0.4119,105.5
BAZ2B,0.4189,0.3514,0.4864,114.5
ANKRD30A,0.16673333333333332,0.0001,0.5,4.666666666666667
GATA1,0.45235000000000003,0.406,0.4987,119.5
PRDM14,0.28945000000000004,0.1324,0.4603,65.75
SSX1,0.3196666666666667,0.2816,0.3393,83.0
CHD3,0.48355000000000004,0.4671,0.5,161.0
ZNF704,0.42310000000000003,0.3654,0.4808,111.5
DEPDC5,0.406275,0.3125,0.5,77.0
RNF112,0.420175,0.3833,0.4852,65.25
ZNF837,0.4188,0.3459,0.4917,44.0
MYRF,0.49865000000000004,0.4973,0.5,121.0
ZNF829,0.49475,0.491,0.5,129.0
PADI2,0.4959,0.4932,0.4986,124.0
SOX12,0.3103666666666667,0.1023,0.4215,67.66666666666667
SERTAD2,0.33890000000000003,0.1323,0.4749,54.8
TIGD2,0.3641,0.3439,0.3843,123.0
HBP1,0.39178,0.3335,0.5,58.2
ZNF549,0.425,0.4088,0.4412,143.0
SMAD4,0.40454999999999997,0.3095,0.4918,112.0
MRPL28,0.36576666666666663,0.3146,0.4632,89.0
ZNF557,0.4276,0.38,0.5,133.0
UNK,0.3348666666666667,0.0154,0.5,81.0
TEF,0.49655,0.4931,0.5,135.0
ZNF518B,0.3155,0.1767,0.4307,61.75
ISL2,0.45840000000000003,0.4209,0.4959,112.0
ASCL2,0.31324,0.1534,0.4616,47.2
IRF1,0.43945,0.3952,0.4837,141.0
SMARCD1,0.4911,0.4822,0.5,125.5
PRAMEF17,0.175425,0.0122,0.4273,33.25
CBX7,0.41555,0.3503,0.4946,101.25
HPCA,0.36272000000000004,0.2901,0.4798,56.0
ZC3H15,0.4216,0.3514,0.4918,114.5
DGKQ,0.3245,0.1286,0.4251,82.66666666666667
AIRE,0.350275,0.1657,0.4463,63.5
PELP1,0.45996666666666663,0.3957,0.5,93.33333333333333
LIMD1,0.31207999999999997,0.1371,0.4922,54.0
COMMD6,0.394675,0.2924,0.4758,118.75
ESR2,0.42865000000000003,0.3666,0.4972,119.5
SPEN,0.2624,0.0368,0.4904,52.2
ZCCHC12,0.4035333333333333,0.3428,0.4637,94.33333333333333
CRX,0.48905,0.4808,0.4973,102.5
NFKBIZ,0.453675,0.4217,0.4932,122.25
TUT4,0.42765,0.3635,0.4918,119.5
SETD6,0.37929999999999997,0.3402,0.4184,157.0
ZC3H7B,0.49385,0.4904,0.4973,116.5
RERE,0.4651,0.441,0.4946,78.0
PPP3R1,0.4079,0.3323,0.4835,153.0
IKBKG,0.4837,0.4701,0.4973,182.0
BRPF1,0.45775,0.4212,0.4943,117.0
TEAD2,0.4883,0.4854,0.4912,116.0
CDKN2B,0.3275666666666667,0.1307,0.4401,77.33333333333333
TRIM23,0.4753,0.4671,0.4835,138.0
ZNF747,0.32082000000000005,0.0177,0.4711,48.0
SND1,0.4706,0.4453,0.4959,119.0
TOX4,0.46765,0.4367,0.4986,112.0
RNF6,0.3706499999999999,0.1362,0.4709,67.25
TRIP11,0.4774,0.4548,0.5,110.0
ZNF84,0.35366,0.1842,0.4404,52.6
RBM10,0.4904,0.4808,0.5,120.0
ELK1,0.4904,0.4822,0.4986,204.5
GCM2,0.35754,0.1755,0.4726,53.4
ZBTB49,0.27243333333333336,0.13,0.433,79.66666666666667
MIS18BP1,0.30085,0.1242,0.4392,65.25
UBE2D3,0.5,0.5,0.5,214.5
CTBP2,0.47713333333333335,0.4731,0.4852,186.0
NPAT,0.39035,0.1674,0.4946,65.5
HABP4,0.3599,0.2816,0.4382,106.0
NCOA2,0.4444000000000001,0.4263,0.4671,88.66666666666667
AKIRIN2,0.3036,0.1036,0.4134,61.0
HRAS,0.49724999999999997,0.4945,0.5,143.0
ZNF318,0.35356666666666664,0.1457,0.476,83.33333333333333
LHX9,0.4696,0.4357,0.5,196.0
DENND4A,0.45635000000000003,0.4154,0.4973,123.5
GATAD2B,0.40396666666666664,0.3323,0.4398,87.0
TAF1L,0.21284999999999998,0.1594,0.3122,4.5
SS18,0.47265,0.4453,0.5,131.5
ZNF155,0.46104999999999996,0.4481,0.474,140.5
PLXNC1,0.4752,0.4544,0.496,122.0
MED24,0.36745,0.3265,0.4084,151.5
FOSL1,0.46236666666666665,0.3952,0.4973,86.33333333333333
HOXC10,0.46540000000000004,0.4566,0.4742,127.5
HOXB9,0.40735,0.316,0.4987,106.0
MYT1,0.317925,0.1567,0.4534,73.25
BTRC,0.49595,0.4946,0.4973,125.0
NR3C2,0.47705,0.4555,0.4986,125.5
PRAMEF1,0.24825,0.1023,0.3942,70.5
WDR5,0.39380000000000004,0.3125,0.4236,65.0
DLX3,0.3671,0.2976,0.4324,61.5
PURG,0.4021,0.3184,0.4858,117.0
ANKRA2,0.38780000000000003,0.3119,0.4783,67.0
ATF5,0.360175,0.1757,0.4787,53.5
ZNF514,0.3578,0.3327,0.3937,45.75
DHX57,0.43579999999999997,0.3992,0.4918,85.33333333333333
TARBP1,0.48765000000000003,0.4753,0.5,122.0
HNRNPAB,0.46045,0.4236,0.4973,127.5
ZFP91,0.44179999999999997,0.4082,0.4754,124.0
FOXP2,0.45315,0.4198,0.4865,117.5
IFT74,0.4671,0.4423,0.4919,116.5
GTF3C1,0.34324999999999994,0.1399,0.489,68.0
ZBTB7C,0.416175,0.3791,0.4922,60.75
TMEM121B,0.36607499999999993,0.2448,0.4317,50.75
ZNF20,0.47514999999999996,0.4503,0.5,148.0
ZSCAN16,0.4568,0.4281,0.4855,97.0
PSMD9,0.49050000000000005,0.4837,0.4973,124.0
AFF4,0.44305,0.3902,0.4959,110.0
RPRD1B,0.44105,0.3848,0.4973,111.5
INO80C,0.42745999999999995,0.3578,0.4879,126.8
PHF5A,0.358375,0.2747,0.4945,68.0
ZNF101,0.3619666666666667,0.3299,0.4051,191.33333333333334
OTX1,0.32796000000000003,0.1715,0.4768,54.6
IRAK2,0.4109,0.337,0.4575,65.75
VGLL4,0.3696,0.1702,0.4945,110.25
ZNF7,0.4187,0.4101,0.4273,133.5
SCRT1,0.31984999999999997,0.1272,0.441,53.25
CXXC5,0.318,0.2343,0.4685,56.4
KDM6A,0.42894,0.3542,0.484,106.0
SNCA,0.4232666666666667,0.3968,0.4521,165.0
BTN3A3,0.364,0.0672,0.4836,27.75
CUL2,0.44495,0.3926,0.4973,121.0
MBD3L2,0.3174333333333333,0.0923,0.4604,65.33333333333333
PSPC1,0.47824999999999995,0.4579,0.4986,115.0
ZNF540,0.46640000000000004,0.4562,0.4766,157.5
HTATIP2,0.454375,0.4437,0.4731,125.75
BANP,0.45846666666666663,0.4425,0.4876,147.66666666666666
PLAGL1,0.34273333333333333,0.1358,0.4987,83.0
SSH3,0.31272500000000003,0.1469,0.4385,65.25
BDP1,0.4069,0.2767,0.4701,109.0
ZNF614,0.4742,0.4484,0.5,145.5
POLR3C,0.36195,0.2909,0.433,119.0
ZNF74,0.44035,0.4064,0.4743,98.5
IRF8,0.2994,0.1942,0.4046,113.5
CHD1L,0.47155,0.4458,0.4973,135.0
TFAP2D,0.48385,0.4677,0.5,110.0
MGMT,0.39286000000000004,0.2335,0.4974,82.8
HMX1,0.2767,0.1353,0.4181,89.0
TRIM69,0.33826,0.1176,0.5,50.4
GTF2F2,0.49929999999999997,0.4986,0.5,117.5
CCAR2,0.4340400000000001,0.396,0.4713,57.8
TCEAL8,0.44117500000000004,0.3921,0.4973,172.75
FERD3L,0.4445666666666667,0.4048,0.4945,85.0
PHOX2A,0.3177,0.1901,0.4453,106.5
FOXD3,0.27575,0.16,0.3915,99.0
RBBP9,0.40534,0.1901,0.489,55.6
NELFB,0.34509999999999996,0.1456,0.496,80.33333333333333
ZNF713,0.42655,0.3659,0.4872,116.0
CDX2,0.46353999999999995,0.4198,0.4946,51.6
TSG101,0.48765000000000003,0.4753,0.5,124.0
HDAC2,0.4729,0.4485,0.4973,125.5
EIF2AK2,0.32115,0.2341,0.4082,125.5
CREBRF,0.44575,0.3915,0.5,112.5
BSX,0.3589,0.2978,0.42,116.5
ONECUT1,0.4593,0.42,0.4986,107.0
DSCAM,0.5,0.5,0.5,131.5
KRTAP5-1,0.33887500000000004,0.0924,0.4992,11.0
NR2F1,0.488,0.484,0.492,183.0
ERBB4,0.33895,0.0119,0.4987,69.0
BMI1,0.35083333333333333,0.1329,0.4892,83.66666666666667
CIZ1,0.42045,0.4198,0.4211,180.0
HOXD12,0.3355,0.1976,0.4734,131.5
ZNF503,0.3876,0.2722,0.4686,47.6
SSBP3,0.40650000000000003,0.3453,0.4544,104.33333333333333
IRX4,0.37349999999999994,0.2971,0.4225,92.0
NSD1,0.4661,0.4435,0.4887,121.5
GTF2H5,0.4986,0.4972,0.5,108.5
DMRTC1B,0.49275,0.4855,0.5,159.5
PCGF6,0.4502,0.4128,0.4876,110.5
ETV3,0.3509,0.2913,0.4463,70.25
ZIC1,0.35524999999999995,0.1099,0.4814,61.75
SMARCA5,0.4363666666666666,0.3937,0.4691,84.66666666666667
RAD51,0.48645000000000005,0.4756,0.4973,195.0
PAK6,0.4528,0.433,0.4726,119.5
NOTCH4,0.46255,0.4442,0.4809,108.5
ZNF649,0.49124999999999996,0.4825,0.5,148.0
MXD4,0.4522,0.4236,0.4808,112.5
ZNF142,0.43315000000000003,0.4148,0.4515,121.0
MGA,0.4852,0.4731,0.4973,118.0
KDM2B,0.441825,0.419,0.4728,104.25
JADE2,0.37215999999999994,0.315,0.4236,99.0
RB1CC1,0.4427666666666667,0.419,0.4756,86.0
DNM2,0.4973,0.4973,0.4973,128.0
ZNF208,0.3014,0.0745,0.474,36.333333333333336
PRAMEF8,0.4416,0.4067,0.4765,156.5
NACC2,0.2768,0.1475,0.4061,100.5
ZFAT,0.40906666666666663,0.3872,0.4463,94.66666666666667
KMT2C,0.4301,0.3273,0.478,72.25
ZBTB40,0.3929,0.3641,0.4217,129.0
CCDC59,0.36485,0.2862,0.4435,112.5
CUL4B,0.4804,0.4636,0.4972,138.0
POU2F1,0.46914999999999996,0.4437,0.4946,142.5
HMGA1,0.4541,0.4164,0.4918,134.0
CHTOP,0.40854000000000007,0.1827,0.5,130.0
RNF24,0.49724999999999997,0.4945,0.5,185.0
HIC2,0.40090000000000003,0.3706,0.452,79.66666666666667
ZNF311,0.35024,0.2077,0.4692,41.6
TET2,0.28859999999999997,0.1481,0.4291,114.0
DNMT3A,0.43323333333333336,0.3915,0.4657,91.0
GSX2,0.38065000000000004,0.3306,0.4307,112.0
KLHL4,0.4988,0.4976,0.5,109.0
EAF2,0.41935,0.3937,0.445,158.0
TOB2,0.43728,0.4102,0.5,56.4
RYBP,0.4248,0.3551,0.4945,123.0
HDGF,0.41769999999999996,0.3833,0.4865,155.33333333333334
MEIS3,0.42510000000000003,0.4071,0.4431,188.0
CERS3,0.4603,0.4412,0.4794,119.5
TRIM34,0.45815,0.4423,0.474,141.0
TBX20,0.45130000000000003,0.4119,0.4907,113.0
ZNF404,0.3615,0.0429,0.4806,79.0
DDN,0.42855,0.3831,0.474,108.5
ZNF750,0.33005999999999996,0.1333,0.4792,52.4
CTR9,0.4675,0.4377,0.4973,112.5
ZNF93,0.40470000000000006,0.215,0.4986,142.4
ASCC2,0.45176666666666665,0.4198,0.4704,88.66666666666667
USE1,0.37235,0.2311,0.4839,78.5
ZNF48,0.42215,0.3578,0.4865,120.5
OLIG3,0.36495,0.25,0.4945,66.0
BRCA1,0.323325,0.1358,0.4463,76.5
KLF2,0.39905,0.3322,0.4659,98.5
NAB1,0.43039999999999995,0.4251,0.4357,85.66666666666667
ZNF628,0.289775,0.2163,0.4638,56.0
ZNF562,0.45555,0.4111,0.5,97.0
PARP14,0.38270000000000004,0.2761,0.4893,110.0
CDK5,0.42283333333333334,0.3937,0.4785,102.33333333333333
BTBD2,0.33620000000000005,0.0212,0.4962,73.33333333333333
TAF9,0.29485,0.1631,0.4266,107.0
TSHZ3,0.420275,0.3807,0.4973,72.5
BIRC5,0.44473333333333337,0.4228,0.464,152.33333333333334
SOX1,0.38855,0.3805,0.3966,95.5
NFIX,0.4464,0.4251,0.4677,200.0
HOXD1,0.3725,0.3348,0.4102,115.5
KDM4C,0.48819999999999997,0.4875,0.4889,124.0
CNOT2,0.3612,0.0971,0.4973,85.33333333333333
ZNF277,0.43884999999999996,0.3942,0.4835,117.5
ANAPC2,0.327175,0.131,0.4439,66.5
SENP2,0.4767,0.4534,0.5,119.5
TIAL1,0.40795000000000003,0.3428,0.4731,129.0
PRR12,0.4541,0.4281,0.4801,110.0
ANP32B,0.44884999999999997,0.4128,0.4849,121.0
TXNIP,0.301425,0.1258,0.449,107.75
ELF3,0.36719999999999997,0.1782,0.5,56.4
JARID2,0.3872,0.131,0.4945,61.8
MNDA,0.32767999999999997,0.1895,0.4927,53.0
RFX7,0.38280000000000003,0.3439,0.4217,151.5
DMRTA1,0.350475,0.204,0.4242,63.5
EFCAB6,0.49324999999999997,0.4865,0.5,123.0
BMP2,0.268,0.0443,0.4973,53.0
KCMF1,0.49185,0.4837,0.5,113.0
TBXT,0.3099,0.2028,0.417,120.5
ZBTB21,0.28315999999999997,0.0316,0.4644,53.0
SHPRH,0.46085,0.4244,0.4973,115.5
JMJD1C,0.29447500000000004,0.0154,0.4812,79.25
PCBD1,0.3971,0.3803,0.4139,128.5
ADAMTS19,0.4616,0.4285,0.4947,117.0
FOXF1,0.3133333333333333,0.1667,0.4431,76.33333333333333
ZNF692,0.30852500000000005,0.1307,0.4251,92.75
PICALM,0.4579,0.4198,0.496,129.5
ARRB1,0.425675,0.3784,0.4973,72.5
RBFOX2,0.48505,0.4701,0.5,162.5
DTX1,0.42713333333333336,0.3099,0.4974,70.66666666666667
E2F4,0.3988333333333333,0.3848,0.4217,90.33333333333333
SNX6,0.4772,0.4544,0.5,127.5
EAPP,0.48385,0.4798,0.4879,181.0
ZC3H4,0.4944,0.493,0.4958,111.5
THOC5,0.48924999999999996,0.4785,0.5,114.5
ARID2,0.45275,0.4164,0.4891,130.0
HNF1B,0.47050000000000003,0.4437,0.4973,114.5
SRSF10,0.481325,0.4552,0.494,141.25
ZNF397,0.29845,0.1339,0.4421,66.75
ZNF234,0.4897333333333333,0.472,0.5,129.66666666666666
MED11,0.42605000000000004,0.4176,0.4345,129.0
CIPC,0.402275,0.2952,0.4756,67.75
ATXN7,0.49324999999999997,0.4865,0.5,140.0
ZNF160,0.4691,0.4691,0.4691,159.5
ZNF675,0.311625,0.0236,0.5,59.75
TRIM5,0.46515,0.4587,0.4716,132.0
CASK,0.45120000000000005,0.381,0.5,94.66666666666667
AGO2,0.38448,0.2405,0.4519,59.0
ZSCAN23,0.34016,0.2313,0.4746,41.4
GSC,0.3819666666666666,0.3041,0.4236,80.0
NKX2-6,0.3043,0.1203,0.3989,73.0
UBE2I,0.46045,0.4435,0.4774,189.5
MDFI,0.44105,0.3848,0.4973,110.0
NR4A2,0.45755,0.448,0.4671,204.0
MBD1,0.35355000000000003,0.2862,0.4209,156.5
ABRA,0.3398,0.2291,0.4437,68.75
RASD1,0.32076000000000005,0.1066,0.4657,51.2
ZNF521,0.3067666666666667,0.0087,0.4734,86.33333333333333
FOSB,0.38565000000000005,0.2901,0.4812,120.0
UBA52,0.4182,0.4182,0.4182,123.0
TCF7,0.48425,0.4726,0.4959,124.5
TLE4,0.40685,0.3937,0.4463,88.0
RXRB,0.36743333333333333,0.2245,0.4863,85.66666666666667
NKX3-1,0.4202,0.4182,0.4222,174.5
ARNT2,0.458375,0.4224,0.5,99.75
FOXB2,0.35324999999999995,0.2165,0.4686,58.0
PRR3,0.35106666666666664,0.3401,0.3692,97.66666666666667
ZNF772,0.4746250000000001,0.4404,0.5,190.25
ZNF841,0.49160000000000004,0.4832,0.5,154.5
RSF1,0.357825,0.2742,0.4463,102.0
TRIM16,0.312325,0.0725,0.4975,59.5
ZNF438,0.34182500000000005,0.134,0.4717,112.25
PAX1,0.4685,0.4425,0.4945,146.5
PHF14,0.44125000000000003,0.4067,0.4758,121.0
ZNF426,0.5,0.5,0.5,112.5
USP7,0.4658,0.4453,0.4863,169.5
HIRA,0.3529,0.0387,0.4986,53.4
SAMD11,0.37555000000000005,0.2633,0.4767,111.75
TBL1Y,0.35785999999999996,0.1033,0.5,54.2
WBP2,0.47125,0.4425,0.5,130.5
GPBP1L1,0.42364999999999997,0.3514,0.4959,110.0
LMO1,0.46240000000000003,0.4303,0.4945,139.5
TAF13,0.30073333333333335,0.1628,0.4319,76.0
NKRF,0.35146,0.2701,0.4453,82.2
ZNF333,0.31598,0.1638,0.4096,44.2
SPIB,0.48392500000000005,0.4425,0.5,161.0
BRWD1,0.38775,0.2457,0.4785,76.5
ZMYM2,0.325325,0.0154,0.4357,67.5
ZNF280B,0.3751,0.3293,0.4209,112.5
ARL2BP,0.45640000000000003,0.4128,0.5,115.5
DBX2,0.2670666666666667,0.1227,0.4164,69.66666666666667
PKN1,0.46215,0.4284,0.4959,119.0
ZFPM1,0.309825,0.1235,0.4917,50.5
PSMD12,0.44335,0.3953,0.4914,117.0
ARHGAP35,0.48050000000000004,0.4652,0.4958,110.5
DUSP12,0.3619,0.3029,0.4209,110.5
KLHL3,0.4618,0.4263,0.4973,123.0
ZNF316,0.27846000000000004,0.0115,0.4958,43.2
AFDN,0.4618,0.4236,0.5,122.5
SRY,0.282525,0.1654,0.395,31.25
